Switzerland,0,0,Ukraine,26/06/2006,Cologne,FIFA_World_Cup_Final,0,3,PSO
Brazil,3,0,Ghana,27/06/2006,Dortmund,FIFA_World_Cup_Final
Spain,1,3,France,27/06/2006,Hanover,FIFA_World_Cup_Final
Seychelles,2,1,Mauritius,28/06/2006,Roche_Caiman,Friendly
Germany,1,1,Argentina,30/06/2006,Berlin,FIFA_World_Cup_Final,4,2,PSO
Italy,3,0,Ukraine,30/06/2006,Hamburg,FIFA_World_Cup_Final
Seychelles,2,1,Tanzania,30/06/2006,Roche_Caiman,Friendly
Brazil,0,1,France,01/07/2006,Frankfurt/Main,FIFA_World_Cup_Final
England,0,0,Portugal,01/07/2006,Gelsenkirchen,FIFA_World_Cup_Final,1,3,PSO
Kazakhstan,4,1,Tajikistan,02/07/2006,Almaty,Friendly
Germany,0,2,Italy,04/07/2006,Dortmund,FIFA_World_Cup_Final
Kazakhstan,1,0,Kyrgyz_Republic,05/07/2006,Almaty,Friendly
Portugal,0,1,France,05/07/2006,Munich,FIFA_World_Cup_Final
Malawi,2,1,Botswana,06/07/2006,Lilongwe,Friendly
Germany,3,1,Portugal,08/07/2006,Stuttgart,FIFA_World_Cup_Final
Malawi,0,0,Botswana,08/07/2006,Blantyre,Friendly,2,3,PSO
Italy,1,1,France,09/07/2006,Berlin,FIFA_World_Cup_Final,5,3,PSO
Syria,1,3,Iraq,15/07/2006,Damascus,Friendly
Zambia,0,0,Zimbabwe,15/07/2006,Lusaka,Friendly
Ethiopia,1,0,Yemen,17/07/2006,Addis_Ababa,Friendly
Jordan,2,1,Iraq,21/07/2006,Amman,Friendly
Malawi,1,3,Zambia,22/07/2006,Windhoek,Friendly
Namibia,1,1,Seychelles,22/07/2006,Windhoek,Friendly,2,4,PSO
Malawi,2,3,Namibia,23/07/2006,Windhoek,Friendly
Zambia,2,0,Seychelles,23/07/2006,Windhoek,Friendly
Syria,1,2,Iraq,25/07/2006,Damascus,Friendly
Rwanda,1,1,Uganda,26/07/2006,Kigali,Friendly
Guyana,3,2,St._Lucia,28/07/2006,Linden,Friendly
Guyana,2,0,St._Lucia,30/07/2006,Georgetown,Friendly
