Team,Team Member,Competition,Country,Year
Rachel Homan,Rachel Homan (Skip),Princess Auto Elite 10,CAN,2018
Rachel Homan,Emma Miskew,Princess Auto Elite 10,CAN,2018
Rachel Homan,Joanne Courtney,Princess Auto Elite 10,CAN,2018
Rachel Homan,Lisa Weagle,Princess Auto Elite 10,CAN,2018
Tracy Fleury,Tracy Fleury (Skip),Princess Auto Elite 10,CAN,2018
Tracy Fleury,Selena Njegovan,Princess Auto Elite 10,CAN,2018
Tracy Fleury,Liz Fyfe,Princess Auto Elite 10,CAN,2018
Tracy Fleury,Kristin MacCuish,Princess Auto Elite 10,CAN,2018
Jennifer Jones,Jennifer Jones (Skip),Princess Auto Elite 10,CAN,2018
Jennifer Jones,Kaitlyn Lawes,Princess Auto Elite 10,CAN,2018
Jennifer Jones,Jocelyn Peterman,Princess Auto Elite 10,CAN,2018
Jennifer Jones,Dawn McEwen,Princess Auto Elite 10,CAN,2018
Jamie Sinclair,Jamie Sinclair (Skip),Princess Auto Elite 10,USA,2018
Jamie Sinclair,Sarah Anderson,Princess Auto Elite 10,USA,2018
Jamie Sinclair,Taylor Anderson,Princess Auto Elite 10,USA,2018
Jamie Sinclair,Monica Walker,Princess Auto Elite 10,USA,2018
Anna Hasselborg,Anna Hasselborg (Skip),Princess Auto Elite 10,SWE,2018
Anna Hasselborg,Sara McManus,Princess Auto Elite 10,SWE,2018
Anna Hasselborg,Agnes Knochenhauer,Princess Auto Elite 10,SWE,2018
Anna Hasselborg,Sofia Mabergs,Princess Auto Elite 10,SWE,2018
Casey Scheidegger,Casey Scheidegger (Skip),Princess Auto Elite 10,CAN,2018
Casey Scheidegger,Cary-Anne McTaggart,Princess Auto Elite 10,CAN,2018
Casey Scheidegger,Jessie Haughian,Princess Auto Elite 10,CAN,2018
Casey Scheidegger,Kristie Moore,Princess Auto Elite 10,CAN,2018
Chelsea Carey,Chelsea Carey (Skip),Princess Auto Elite 10,CAN,2018
Chelsea Carey,Sarah Wilkes,Princess Auto Elite 10,CAN,2018
Chelsea Carey,Dana Ferguson,Princess Auto Elite 10,CAN,2018
Chelsea Carey,Heather Rogers,Princess Auto Elite 10,CAN,2018
Nina Roth,Nina Roth (Skip),Princess Auto Elite 10,USA,2018
Nina Roth,Tabitha Peterson,Princess Auto Elite 10,USA,2018
Nina Roth,Becca Hamilton,Princess Auto Elite 10,USA,2018
Nina Roth,Aileen Geving,Princess Auto Elite 10,USA,2018
Laura Walker,Laura Walker (Skip),Princess Auto Elite 10,CAN,2018
Laura Walker,Cathy Overton-Clapham,Princess Auto Elite 10,CAN,2018
Laura Walker,Lori Olson-Johns,Princess Auto Elite 10,CAN,2018
Laura Walker,Laine Peters,Princess Auto Elite 10,CAN,2018
Silvana Tirinzoni,Alina Paetz,Princess Auto Elite 10,SUI,2018
Silvana Tirinzoni,Silvana Tirinzoni (Skip),Princess Auto Elite 10,SUI,2018
Silvana Tirinzoni,Esther Neuenschwander,Princess Auto Elite 10,SUI,2018
Silvana Tirinzoni,Melanie Barbezat,Princess Auto Elite 10,SUI,2018
Brad Jacobs,Brad Jacobs (Skip),Princess Auto Elite 10,CAN,2018
Brad Jacobs,Ryan Fry,Princess Auto Elite 10,CAN,2018
Brad Jacobs,E.J. Harnden,Princess Auto Elite 10,CAN,2018
Brad Jacobs,Ryan Harnden,Princess Auto Elite 10,CAN,2018
Bruce Mouat,Bruce Mouat (Skip),Princess Auto Elite 10,SCO,2018
Bruce Mouat,Grant Hardie,Princess Auto Elite 10,SCO,2018
Bruce Mouat,Bobby Lammie,Princess Auto Elite 10,SCO,2018
Bruce Mouat,Hammy McMillan Jr.,Princess Auto Elite 10,SCO,2018
Glenn Howard,Glenn Howard (Skip),Princess Auto Elite 10,CAN,2018
Glenn Howard,Scott Howard (Skip),Princess Auto Elite 10,CAN,2018
Glenn Howard,David Mathers,Princess Auto Elite 10,CAN,2018
Glenn Howard,Tim March,Princess Auto Elite 10,CAN,2018
Kevin Koe,Kevin Koe (Skip),Princess Auto Elite 10,CAN,2018
Kevin Koe,B.J. Neufeld,Princess Auto Elite 10,CAN,2018
Kevin Koe,Colton Flasch,Princess Auto Elite 10,CAN,2018
Kevin Koe,Ben Hebert,Princess Auto Elite 10,CAN,2018
John Epping,John Epping (Skip),Princess Auto Elite 10,CAN,2018
John Epping,Mathew Camm,Princess Auto Elite 10,CAN,2018
John Epping,Brent Laing,Princess Auto Elite 10,CAN,2018
John Epping,Craig Savill,Princess Auto Elite 10,CAN,2018
Brad Gushue,Brad Gushue (Skip),Princess Auto Elite 10,CAN,2018
Brad Gushue,Mark Nichols,Princess Auto Elite 10,CAN,2018
Brad Gushue,Brett Gallant,Princess Auto Elite 10,CAN,2018
Brad Gushue,Geoff Walker,Princess Auto Elite 10,CAN,2018
Niklas Edin,Niklas Edin (Skip),Princess Auto Elite 10,SWE,2018
Niklas Edin,Oskar Eriksson,Princess Auto Elite 10,SWE,2018
Niklas Edin,Rasmus Wrana,Princess Auto Elite 10,SWE,2018
Niklas Edin,Christoffer Sundgren,Princess Auto Elite 10,SWE,2018
Jason Gunnlaugson,Jason Gunnlaugson (Skip),Princess Auto Elite 10,CAN,2018
Jason Gunnlaugson,Alex Forrest,Princess Auto Elite 10,CAN,2018
Jason Gunnlaugson,Denni Neufeld,Princess Auto Elite 10,CAN,2018
Jason Gunnlaugson,Connor Njegovan,Princess Auto Elite 10,CAN,2018
Reid Carruthers,Mike McEwen,Princess Auto Elite 10,CAN,2018
Reid Carruthers,Reid Carruthers (Skip),Princess Auto Elite 10,CAN,2018
Reid Carruthers,Derek Samagalski,Princess Auto Elite 10,CAN,2018
Reid Carruthers,Colin Hodgson,Princess Auto Elite 10,CAN,2018
Ross Paterson,Ross Paterson (Skip),Princess Auto Elite 10,SCO,2018
Ross Paterson,Kyle Waddell,Princess Auto Elite 10,SCO,2018
Ross Paterson,Duncan Menzies,Princess Auto Elite 10,SCO,2018
Ross Paterson,Michael Goodfellow,Princess Auto Elite 10,SCO,2018
Rachel Homan,Rachel Homan (Skip),Canadian Beef Masters of Curling,CAN,2018
Rachel Homan,Emma Miskew,Canadian Beef Masters of Curling,CAN,2018
Rachel Homan,Joanne Courtney,Canadian Beef Masters of Curling,CAN,2018
Rachel Homan,Lisa Weagle,Canadian Beef Masters of Curling,CAN,2018
Tracy Fleury,Tracy Fleury (Skip),Canadian Beef Masters of Curling,CAN,2018
Tracy Fleury,Selena Njegovan,Canadian Beef Masters of Curling,CAN,2018
Tracy Fleury,Liz Fyfe,Canadian Beef Masters of Curling,CAN,2018
Tracy Fleury,Kristin MacCuish,Canadian Beef Masters of Curling,CAN,2018
Kaitlyn Jones,Kaitlyn Jones (Skip),Canadian Beef Masters of Curling,CAN,2018
Kaitlyn Jones,Lauren Lenentine,Canadian Beef Masters of Curling,CAN,2018
Kaitlyn Jones,Karlee Burgess,Canadian Beef Masters of Curling,CAN,2018
Kaitlyn Jones,Lindsey Burgess,Canadian Beef Masters of Curling,CAN,2018
Jamie Sinclair,Jamie Sinclair (Skip),Canadian Beef Masters of Curling,USA,2018
Jamie Sinclair,Sarah Anderson,Canadian Beef Masters of Curling,USA,2018
Jamie Sinclair,Taylor Anderson,Canadian Beef Masters of Curling,USA,2018
Jamie Sinclair,Monica Walker,Canadian Beef Masters of Curling,USA,2018
Anna Hasselborg,Anna Hasselborg (Skip),Canadian Beef Masters of Curling,SWE,2018
Anna Hasselborg,Sara McManus,Canadian Beef Masters of Curling,SWE,2018
Anna Hasselborg,Agnes Knochenhauer,Canadian Beef Masters of Curling,SWE,2018
Anna Hasselborg,Sofia Mabergs,Canadian Beef Masters of Curling,SWE,2018
Nina Roth,Nina Roth (Skip),Canadian Beef Masters of Curling,USA,2018
Nina Roth,Tabitha Peterson,Canadian Beef Masters of Curling,USA,2018
Nina Roth,Becca Hamilton,Canadian Beef Masters of Curling,USA,2018
Nina Roth,Natalie Nicholson,Canadian Beef Masters of Curling,USA,2018
Chelsea Carey,Chelsea Carey (Skip),Canadian Beef Masters of Curling,CAN,2018
Chelsea Carey,Sarah Wilkes,Canadian Beef Masters of Curling,CAN,2018
Chelsea Carey,Dana Ferguson,Canadian Beef Masters of Curling,CAN,2018
Chelsea Carey,Heather Rogers,Canadian Beef Masters of Curling,CAN,2018
Satsuki Fujisawa,Satsuki Fujisawa (Skip),Canadian Beef Masters of Curling,JPN,2018
Satsuki Fujisawa,Chinami Yoshida,Canadian Beef Masters of Curling,JPN,2018
Satsuki Fujisawa,Yumi Suzuki,Canadian Beef Masters of Curling,JPN,2018
Satsuki Fujisawa,Yurika Yoshida,Canadian Beef Masters of Curling,JPN,2018
Eve Muirhead,Eve Muirhead (Skip),Canadian Beef Masters of Curling,SCO,2018
Eve Muirhead,Jennifer Dodds,Canadian Beef Masters of Curling,SCO,2018
Eve Muirhead,Vicki Chalmers,Canadian Beef Masters of Curling,SCO,2018
Eve Muirhead,Lauren Gray,Canadian Beef Masters of Curling,SCO,2018
Laura Walker,Laura Walker (Skip),Canadian Beef Masters of Curling,CAN,2018
Laura Walker,Cathy Overton-Clapham,Canadian Beef Masters of Curling,CAN,2018
Laura Walker,Lori Olson-Johns,Canadian Beef Masters of Curling,CAN,2018
Laura Walker,Laine Peters,Canadian Beef Masters of Curling,CAN,2018
Darcy Robertson,Darcy Robertson (Skip),Canadian Beef Masters of Curling,CAN,2018
Darcy Robertson,Karen Klein,Canadian Beef Masters of Curling,CAN,2018
Darcy Robertson,Vanessa Foster,Canadian Beef Masters of Curling,CAN,2018
Darcy Robertson,Theresa Cannon,Canadian Beef Masters of Curling,CAN,2018
Silvana Tirinzoni,Alina Paetz,Canadian Beef Masters of Curling,SUI,2018
Silvana Tirinzoni,Silvana Tirinzoni (Skip),Canadian Beef Masters of Curling,SUI,2018
Silvana Tirinzoni,Esther Neuenschwander,Canadian Beef Masters of Curling,SUI,2018
Silvana Tirinzoni,Melanie Barbezat,Canadian Beef Masters of Curling,SUI,2018
Casey Scheidegger,Casey Scheidegger (Skip),Canadian Beef Masters of Curling,CAN,2018
Casey Scheidegger,Cary-Anne McTaggart,Canadian Beef Masters of Curling,CAN,2018
Casey Scheidegger,Jessie Haughian,Canadian Beef Masters of Curling,CAN,2018
Casey Scheidegger,Kristie Moore,Canadian Beef Masters of Curling,CAN,2018
Kerri Einarson,Kerri Einarson (Skip),Canadian Beef Masters of Curling,CAN,2018
Kerri Einarson,Val Sweeting,Canadian Beef Masters of Curling,CAN,2018
Kerri Einarson,Shannon Birchard,Canadian Beef Masters of Curling,CAN,2018
Kerri Einarson,Briane Meilleur,Canadian Beef Masters of Curling,CAN,2018
Brad Jacobs,Brad Jacobs (Skip),Canadian Beef Masters of Curling,CAN,2018
Brad Jacobs,Ryan Fry,Canadian Beef Masters of Curling,CAN,2018
Brad Jacobs,E.J. Harnden,Canadian Beef Masters of Curling,CAN,2018
Brad Jacobs,Ryan Harnden,Canadian Beef Masters of Curling,CAN,2018
Bruce Mouat,Bruce Mouat (Skip),Canadian Beef Masters of Curling,SCO,2018
Bruce Mouat,Grant Hardie,Canadian Beef Masters of Curling,SCO,2018
Bruce Mouat,Bobby Lammie,Canadian Beef Masters of Curling,SCO,2018
Bruce Mouat,Hammy McMillan Jr.,Canadian Beef Masters of Curling,SCO,2018
Matt Dunstone,Matt Dunstone (Skip),Canadian Beef Masters of Curling,CAN,2018
Matt Dunstone,Braeden Moskowy,Canadian Beef Masters of Curling,CAN,2018
Matt Dunstone,Catlin Schneider,Canadian Beef Masters of Curling,CAN,2018
Matt Dunstone,Dustin Kidby,Canadian Beef Masters of Curling,CAN,2018
Yannick Schwaller,Yannick Schwaller (Skip),Canadian Beef Masters of Curling,SUI,2018
Yannick Schwaller,Michael Brunner,Canadian Beef Masters of Curling,SUI,2018
Yannick Schwaller,Romano Meier,Canadian Beef Masters of Curling,SUI,2018
Yannick Schwaller,Marcel Kaeufeler,Canadian Beef Masters of Curling,SUI,2018
Glenn Howard,Glenn Howard (Skip),Canadian Beef Masters of Curling,CAN,2018
Glenn Howard,Scott Howard (Skip),Canadian Beef Masters of Curling,CAN,2018
Glenn Howard,David Mathers,Canadian Beef Masters of Curling,CAN,2018
Glenn Howard,Tim March,Canadian Beef Masters of Curling,CAN,2018
Jamie Murphy,Jamie Murphy (Skip),Canadian Beef Masters of Curling,CAN,2018
Jamie Murphy,Paul Flemming,Canadian Beef Masters of Curling,CAN,2018
Jamie Murphy,Scott Saccary,Canadian Beef Masters of Curling,CAN,2018
Jamie Murphy,Philip Crowell,Canadian Beef Masters of Curling,CAN,2018
Kevin Koe,Kevin Koe (Skip),Canadian Beef Masters of Curling,CAN,2018
Kevin Koe,B.J. Neufeld,Canadian Beef Masters of Curling,CAN,2018
Kevin Koe,Colton Flasch,Canadian Beef Masters of Curling,CAN,2018
Kevin Koe,Ben Hebert,Canadian Beef Masters of Curling,CAN,2018
John Epping,John Epping (Skip),Canadian Beef Masters of Curling,CAN,2018
John Epping,Mathew Camm,Canadian Beef Masters of Curling,CAN,2018
John Epping,Brent Laing,Canadian Beef Masters of Curling,CAN,2018
John Epping,Craig Savill,Canadian Beef Masters of Curling,CAN,2018
Brad Gushue,Brad Gushue (Skip),Canadian Beef Masters of Curling,CAN,2018
Brad Gushue,Mark Nichols,Canadian Beef Masters of Curling,CAN,2018
Brad Gushue,Brett Gallant,Canadian Beef Masters of Curling,CAN,2018
Brad Gushue,Geoff Walker,Canadian Beef Masters of Curling,CAN,2018
Niklas Edin,Niklas Edin (Skip),Canadian Beef Masters of Curling,SWE,2018
Niklas Edin,Oskar Eriksson,Canadian Beef Masters of Curling,SWE,2018
Niklas Edin,Rasmus Wrana,Canadian Beef Masters of Curling,SWE,2018
Niklas Edin,Christoffer Sundgren,Canadian Beef Masters of Curling,SWE,2018
Jason Gunnlaugson,Jason Gunnlaugson (Skip),Canadian Beef Masters of Curling,CAN,2018
Jason Gunnlaugson,Alex Forrest,Canadian Beef Masters of Curling,CAN,2018
Jason Gunnlaugson,Denni Neufeld,Canadian Beef Masters of Curling,CAN,2018
Jason Gunnlaugson,Connor Njegovan,Canadian Beef Masters of Curling,CAN,2018
Reid Carruthers,Mike McEwen,Canadian Beef Masters of Curling,CAN,2018
Reid Carruthers,Reid Carruthers (Skip),Canadian Beef Masters of Curling,CAN,2018
Reid Carruthers,Matt Wozniak,Canadian Beef Masters of Curling,CAN,2018
Reid Carruthers,Colin Hodgson,Canadian Beef Masters of Curling,CAN,2018
Ross Paterson,Ross Paterson (Skip),Canadian Beef Masters of Curling,SCO,2018
Ross Paterson,Kyle Waddell,Canadian Beef Masters of Curling,SCO,2018
Ross Paterson,Duncan Menzies,Canadian Beef Masters of Curling,SCO,2018
Ross Paterson,Michael Goodfellow,Canadian Beef Masters of Curling,SCO,2018
Steffen Walstad,Steffen Walstad (Skip),Canadian Beef Masters of Curling,NOR,2018
Steffen Walstad,Markus Hoiberg,Canadian Beef Masters of Curling,NOR,2018
Steffen Walstad,Magnus Nedregotten,Canadian Beef Masters of Curling,NOR,2018
Steffen Walstad,Magnus Vaagberg,Canadian Beef Masters of Curling,NOR,2018
John Shuster,John Shuster (Skip),Canadian Beef Masters of Curling,USA,2018
John Shuster,Christopher Plys,Canadian Beef Masters of Curling,USA,2018
John Shuster,Matt Hamilton,Canadian Beef Masters of Curling,USA,2018
John Shuster,John Landsteiner,Canadian Beef Masters of Curling,USA,2018
Rachel Homan,Rachel Homan (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Rachel Homan,Emma Miskew,GSOC Tour Challenge Tier 1,CAN,2018
Rachel Homan,Joanne Courtney,GSOC Tour Challenge Tier 1,CAN,2018
Rachel Homan,Lisa Weagle,GSOC Tour Challenge Tier 1,CAN,2018
Tracy Fleury,Tracy Fleury (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Tracy Fleury,Selena Njegovan,GSOC Tour Challenge Tier 1,CAN,2018
Tracy Fleury,Liz Fyfe,GSOC Tour Challenge Tier 1,CAN,2018
Tracy Fleury,Kristin MacCuish,GSOC Tour Challenge Tier 1,CAN,2018
Isabella Wrana,Isabella Wrana (Skip),GSOC Tour Challenge Tier 1,SWE,2018
Isabella Wrana,Jennie Wahlin,GSOC Tour Challenge Tier 1,SWE,2018
Isabella Wrana,Almida de Val,GSOC Tour Challenge Tier 1,SWE,2018
Isabella Wrana,Fanny Sjoberg,GSOC Tour Challenge Tier 1,SWE,2018
Cory Christensen,Cory Christensen (Skip),GSOC Tour Challenge Tier 1,USA,2018
Cory Christensen,Vicky Persinger,GSOC Tour Challenge Tier 1,USA,2018
Cory Christensen,Jenna Martin,GSOC Tour Challenge Tier 1,USA,2018
Cory Christensen,Madison Bear,GSOC Tour Challenge Tier 1,USA,2018
Jennifer Jones,Jennifer Jones (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Jennifer Jones,Kaitlyn Lawes,GSOC Tour Challenge Tier 1,CAN,2018
Jennifer Jones,Jocelyn Peterman,GSOC Tour Challenge Tier 1,CAN,2018
Jennifer Jones,Dawn McEwen,GSOC Tour Challenge Tier 1,CAN,2018
Allison Flaxey,Allison Flaxey (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Allison Flaxey,Kate Cameron,GSOC Tour Challenge Tier 1,CAN,2018
Allison Flaxey,Taylor McDonald,GSOC Tour Challenge Tier 1,CAN,2018
Allison Flaxey,Raunora Westcott,GSOC Tour Challenge Tier 1,CAN,2018
Casey Scheidegger,Casey Scheidegger (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Casey Scheidegger,Cary-Anne McTaggart,GSOC Tour Challenge Tier 1,CAN,2018
Casey Scheidegger,Jessie Haughian,GSOC Tour Challenge Tier 1,CAN,2018
Casey Scheidegger,Kristie Moore,GSOC Tour Challenge Tier 1,CAN,2018
Chelsea Carey,Chelsea Carey (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Chelsea Carey,Sarah Wilkes,GSOC Tour Challenge Tier 1,CAN,2018
Chelsea Carey,Dana Ferguson,GSOC Tour Challenge Tier 1,CAN,2018
Chelsea Carey,Heather Rogers,GSOC Tour Challenge Tier 1,CAN,2018
Jamie Sinclair,Jamie Sinclair (Skip),GSOC Tour Challenge Tier 1,USA,2018
Jamie Sinclair,Sarah Anderson,GSOC Tour Challenge Tier 1,USA,2018
Jamie Sinclair,Taylor Anderson,GSOC Tour Challenge Tier 1,USA,2018
Jamie Sinclair,Monica Walker,GSOC Tour Challenge Tier 1,USA,2018
Krista McCarville,Krista McCarville (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Krista McCarville,Kendra Lilly,GSOC Tour Challenge Tier 1,CAN,2018
Krista McCarville,Ashley Sippala,GSOC Tour Challenge Tier 1,CAN,2018
Krista McCarville,Sarah Potts,GSOC Tour Challenge Tier 1,CAN,2018
Nina Roth,Nina Roth (Skip),GSOC Tour Challenge Tier 1,USA,2018
Nina Roth,Tabitha Peterson,GSOC Tour Challenge Tier 1,USA,2018
Nina Roth,Becca Hamilton,GSOC Tour Challenge Tier 1,USA,2018
Nina Roth,Tara Peterson,GSOC Tour Challenge Tier 1,USA,2018
Laura Walker,Laura Walker (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Laura Walker,Cathy Overton-Clapham,GSOC Tour Challenge Tier 1,CAN,2018
Laura Walker,Lori Olson-Johns,GSOC Tour Challenge Tier 1,CAN,2018
Laura Walker,Laine Peters,GSOC Tour Challenge Tier 1,CAN,2018
Darcy Robertson,Darcy Robertson (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Darcy Robertson,Karen Klein,GSOC Tour Challenge Tier 1,CAN,2018
Darcy Robertson,Vanessa Foster,GSOC Tour Challenge Tier 1,CAN,2018
Darcy Robertson,Theresa Cannon,GSOC Tour Challenge Tier 1,CAN,2018
Silvana Tirinzoni,Alina Paetz,GSOC Tour Challenge Tier 1,SUI,2018
Silvana Tirinzoni,Silvana Tirinzoni (Skip),GSOC Tour Challenge Tier 1,SUI,2018
Silvana Tirinzoni,Esther Neuenschwander,GSOC Tour Challenge Tier 1,SUI,2018
Silvana Tirinzoni,Melanie Barbezat,GSOC Tour Challenge Tier 1,SUI,2018
Kerri Einarson,Kerri Einarson (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Kerri Einarson,Val Sweeting,GSOC Tour Challenge Tier 1,CAN,2018
Kerri Einarson,Shannon Birchard,GSOC Tour Challenge Tier 1,CAN,2018
Kerri Einarson,Briane Meilleur,GSOC Tour Challenge Tier 1,CAN,2018
Rich Ruohonen,Greg Persinger,GSOC Tour Challenge Tier 1,USA,2018
Rich Ruohonen,Rich Ruohonen (Skip),GSOC Tour Challenge Tier 1,USA,2018
Rich Ruohonen,Colin Hufman,GSOC Tour Challenge Tier 1,USA,2018
Rich Ruohonen,Phil Tilker,GSOC Tour Challenge Tier 1,USA,2018
Brad Jacobs,Brad Jacobs (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Brad Jacobs,Ryan Fry,GSOC Tour Challenge Tier 1,CAN,2018
Brad Jacobs,E.J. Harnden,GSOC Tour Challenge Tier 1,CAN,2018
Brad Jacobs,Ryan Harnden,GSOC Tour Challenge Tier 1,CAN,2018
Matt Dunstone,Matt Dunstone (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Matt Dunstone,Braeden Moskowy,GSOC Tour Challenge Tier 1,CAN,2018
Matt Dunstone,Catlin Schneider,GSOC Tour Challenge Tier 1,CAN,2018
Matt Dunstone,Dustin Kidby,GSOC Tour Challenge Tier 1,CAN,2018
Brendan Bottcher,Brendan Bottcher (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Brendan Bottcher,Darren Moulding,GSOC Tour Challenge Tier 1,CAN,2018
Brendan Bottcher,Bradley Thiessen,GSOC Tour Challenge Tier 1,CAN,2018
Brendan Bottcher,Karrick Martin,GSOC Tour Challenge Tier 1,CAN,2018
Glenn Howard,Glenn Howard (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Glenn Howard,Scott Howard (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Glenn Howard,David Mathers,GSOC Tour Challenge Tier 1,CAN,2018
Glenn Howard,Tim March,GSOC Tour Challenge Tier 1,CAN,2018
Peter De Cruz,Benoit Schwarz,GSOC Tour Challenge Tier 1,SUI,2018
Peter De Cruz,Sven Michel,GSOC Tour Challenge Tier 1,SUI,2018
Peter De Cruz,Peter De Cruz (Skip),GSOC Tour Challenge Tier 1,SUI,2018
Peter De Cruz,Valentin Tanner,GSOC Tour Challenge Tier 1,SUI,2018
Kevin Koe,Kevin Koe (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Kevin Koe,B.J. Neufeld,GSOC Tour Challenge Tier 1,CAN,2018
Kevin Koe,Colton Flasch,GSOC Tour Challenge Tier 1,CAN,2018
Kevin Koe,Ben Hebert,GSOC Tour Challenge Tier 1,CAN,2018
John Epping,John Epping (Skip),GSOC Tour Challenge Tier 1,CAN,2018
John Epping,Mathew Camm,GSOC Tour Challenge Tier 1,CAN,2018
John Epping,Brent Laing,GSOC Tour Challenge Tier 1,CAN,2018
John Epping,Craig Savill,GSOC Tour Challenge Tier 1,CAN,2018
Brad Gushue,Brad Gushue (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Brad Gushue,Mark Nichols,GSOC Tour Challenge Tier 1,CAN,2018
Brad Gushue,Brett Gallant,GSOC Tour Challenge Tier 1,CAN,2018
Brad Gushue,Geoff Walker,GSOC Tour Challenge Tier 1,CAN,2018
Niklas Edin,Niklas Edin (Skip),GSOC Tour Challenge Tier 1,SWE,2018
Niklas Edin,Oskar Eriksson,GSOC Tour Challenge Tier 1,SWE,2018
Niklas Edin,Rasmus Wrana,GSOC Tour Challenge Tier 1,SWE,2018
Niklas Edin,Christoffer Sundgren,GSOC Tour Challenge Tier 1,SWE,2018
Jason Gunnlaugson,Jason Gunnlaugson (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Jason Gunnlaugson,Alex Forrest,GSOC Tour Challenge Tier 1,CAN,2018
Jason Gunnlaugson,Denni Neufeld,GSOC Tour Challenge Tier 1,CAN,2018
Jason Gunnlaugson,Connor Njegovan,GSOC Tour Challenge Tier 1,CAN,2018
Reid Carruthers,Mike McEwen,GSOC Tour Challenge Tier 1,CAN,2018
Reid Carruthers,Reid Carruthers (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Reid Carruthers,Derek Samagalski,GSOC Tour Challenge Tier 1,CAN,2018
Reid Carruthers,Colin Hodgson,GSOC Tour Challenge Tier 1,CAN,2018
Ross Paterson,Ross Paterson (Skip),GSOC Tour Challenge Tier 1,SCO,2018
Ross Paterson,Kyle Waddell,GSOC Tour Challenge Tier 1,SCO,2018
Ross Paterson,Duncan Menzies,GSOC Tour Challenge Tier 1,SCO,2018
Ross Paterson,Michael Goodfellow,GSOC Tour Challenge Tier 1,SCO,2018
Braden Calvert,Braden Calvert (Skip),GSOC Tour Challenge Tier 1,CAN,2018
Braden Calvert,Kyle Kurz,GSOC Tour Challenge Tier 1,CAN,2018
Braden Calvert,Ian McMillan,GSOC Tour Challenge Tier 1,CAN,2018
Braden Calvert,Robbie Gordon,GSOC Tour Challenge Tier 1,CAN,2018
John Shuster,John Shuster (Skip),GSOC Tour Challenge Tier 1,USA,2018
John Shuster,Christopher Plys,GSOC Tour Challenge Tier 1,USA,2018
John Shuster,Matt Hamilton,GSOC Tour Challenge Tier 1,USA,2018
John Shuster,John Landsteiner,GSOC Tour Challenge Tier 1,USA,2018
Rachel Homan,Rachel Homan (Skip),Boost National,CAN,2018
Rachel Homan,Emma Miskew,Boost National,CAN,2018
Rachel Homan,Joanne Courtney,Boost National,CAN,2018
Rachel Homan,Lisa Weagle,Boost National,CAN,2018
Tracy Fleury,Tracy Fleury (Skip),Boost National,CAN,2018
Tracy Fleury,Selena Njegovan,Boost National,CAN,2018
Tracy Fleury,Liz Fyfe,Boost National,CAN,2018
Tracy Fleury,Kristin MacCuish,Boost National,CAN,2018
Isabella Wrana,Isabella Wrana (Skip),Boost National,SWE,2018
Isabella Wrana,Jennie Wahlin,Boost National,SWE,2018
Isabella Wrana,Almida de Val,Boost National,SWE,2018
Isabella Wrana,Fanny Sjoberg,Boost National,SWE,2018
Jennifer Jones,Jennifer Jones (Skip),Boost National,CAN,2018
Jennifer Jones,Kaitlyn Lawes,Boost National,CAN,2018
Jennifer Jones,Jocelyn Peterman,Boost National,CAN,2018
Jennifer Jones,Dawn McEwen,Boost National,CAN,2018
Jamie Sinclair,Jamie Sinclair (Skip),Boost National,USA,2018
Jamie Sinclair,Sarah Anderson,Boost National,USA,2018
Jamie Sinclair,Taylor Anderson,Boost National,USA,2018
Jamie Sinclair,Monica Walker,Boost National,USA,2018
Anna Hasselborg,Anna Hasselborg (Skip),Boost National,SWE,2018
Anna Hasselborg,Sara McManus,Boost National,SWE,2018
Anna Hasselborg,Agnes Knochenhauer,Boost National,SWE,2018
Anna Hasselborg,Sofia Mabergs,Boost National,SWE,2018
Nina Roth,Nina Roth (Skip),Boost National,USA,2018
Nina Roth,Tabitha Peterson,Boost National,USA,2018
Nina Roth,Becca Hamilton,Boost National,USA,2018
Nina Roth,Tara Peterson,Boost National,USA,2018
Sayaka Yoshimura,Sayaka Yoshimura (Skip),Boost National,JPN,2018
Sayaka Yoshimura,Kaho Onodera,Boost National,JPN,2018
Sayaka Yoshimura,Anna Ohmiya,Boost National,JPN,2018
Sayaka Yoshimura,Yumie Funayama,Boost National,JPN,2018
Chelsea Carey,Chelsea Carey (Skip),Boost National,CAN,2018
Chelsea Carey,Sarah Wilkes,Boost National,CAN,2018
Chelsea Carey,Dana Ferguson,Boost National,CAN,2018
Chelsea Carey,Rachel Brown,Boost National,CAN,2018
